Date,Source,Severity,Message
06/05/2019 16:09:29,Logon,Unknown,Login succeeded for user 'admin'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.15]
06/05/2019 16:09:29,Logon,Unknown,Login succeeded for user 'admin'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.15]
06/05/2019 16:09:29,Logon,Unknown,Login succeeded for user 'admin'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.15]
06/05/2019 16:09:29,Logon,Unknown,Login succeeded for user 'admin'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.15]
06/05/2019 16:09:29,Logon,Unknown,Login succeeded for user 'admin'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.15]
06/05/2019 16:09:27,Logon,Unknown,Login succeeded for user 'admin'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.15]
06/05/2019 16:09:27,Logon,Unknown,Login succeeded for user 'admin'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.15]
06/05/2019 16:09:27,Logon,Unknown,Login succeeded for user 'admin'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.15]
06/05/2019 16:09:27,Logon,Unknown,Login succeeded for user 'admin'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.15]
06/05/2019 16:09:27,Logon,Unknown,Login succeeded for user 'admin'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.15]
06/05/2019 16:09:27,Logon,Unknown,Login succeeded for user 'admin'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.15]
06/05/2019 16:09:27,Logon,Unknown,Login succeeded for user 'admin'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.15]
06/05/2019 16:09:27,Logon,Unknown,Login succeeded for user 'admin'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.15]
06/05/2019 16:09:06,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:09:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:09:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:09:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:09:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:08:42,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:38,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:37,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:37,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:37,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:37,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:37,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:37,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:37,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:37,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:37,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:37,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:37,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:37,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:35,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:35,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:35,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:35,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:35,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.14]
06/05/2019 16:08:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:08:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:08:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:08:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:07:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:07:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:07:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:07:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:06:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:06:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:06:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:06:00,Logon,Unknown,Login succeeded for user 'HEADQUARTER\sqluser'. Connection made using Windows authentication. [CLIENT: <local machine>]
06/05/2019 16:05:59,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:59,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:58,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:54,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:54,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:54,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:54,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:49,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:49,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:49,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:48,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:48,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:48,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:48,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:48,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:48,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:48,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:44,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:44,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:43,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:43,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:43,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:43,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:43,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:43,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:43,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:43,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:43,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:43,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:43,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:39,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:34,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:34,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:34,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:34,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:34,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:34,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:34,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:34,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:34,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:34,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:33,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:32,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:32,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:32,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:32,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:32,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:32,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:32,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:32,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:32,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:28,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:28,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:28,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:28,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:28,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:28,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:28,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:28,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:28,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:28,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:22,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:22,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:22,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:22,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:22,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:22,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:22,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:22,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:22,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:22,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:16,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:16,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:16,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:16,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:16,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:16,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:16,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:16,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:16,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
06/05/2019 16:05:16,Logon,Unknown,Login succeeded for user 'ArcUser'. Connection made using SQL Server authentication. [CLIENT: 10.98.4.138]
